Game,Score
Gradius Galaxies,7.5
IL-2 Sturmovik,8.3
NCAA Final Four 2002,6
Madden NFL 2002,7.8
Twisted Metal: Small Brawl,4.5
Dynasty Warriors 3,8.5
FIFA Soccer 2002,8.6
XG3 Extreme-G Racing,8.5
The Simpsons Road Rage,5.1
Dark Summit,7.6
Deadly Dozen,6.4
Dragon Warrior VII,8.7
Wave Rally,7.1
Syphon Filter 3,7.5
Comanche 4 ,8.6
Tarzan Untamed,6.2
Jeremy McGrath Supercross World,4.9
Frequency,9
Amped: Freestyle Snowboarding,8.5
Battle Realms,8.7
Crazy Taxi,6.9
TransWorld Surf,8.8
All-Star Baseball 2002,6.8
NHL Hitz 20-02,7.4
Harry Potter and the Sorcerer's Stone,7
Midnight Club: Street Racing,4.5
NBA Live 2002,7.8
Harvest Moon: Save the Homeland,8.8
Dave Mirra Freestyle BMX 2,8
Harry Potter and the Sorcerer's Stone,6
Mad Dash Racing,7.7
Tarzan Untamed,6.3
NFL 2K2,9
FIFA Soccer 2002,6.3
Bomberman Online,9
World War III: Black Gold,6.2
Europa Universalis II,9
Wario Land 4,9
Star Wars Galactic Battlegrounds,8
WWF SmackDown! Just Bring It ,7.8
ESPN NFL Prime Time 2002,5.8
Batman Vengeance,8.1
Tokimeki Check In!,2
AquaNox,7
Road to India: Between Hell and Nirvana,5.2
Shrek,5.6
Batman Vengeance,6
Wave Race: Blue Storm,9.2
Scooby-Doo and the Cyber Chase,3.5
Asheron's Call: Dark Majesty,8.4
Luigi's Mansion,7
Super Monkey Ball,8.3
Tony Hawk's Pro Skater 3,9.1
Star Wars Rogue Squadron II: Rogue Leader,9.1
Spyro the Dragon: Season of Ice,8
Motor City Online,7.9
Madden NFL 2002,8.7
Metal Gear Solid 2: Sons of Liberty,9.7
Harry Potter and the Sorcerer's Stone,6.4
Stunt GP,5
Half-Life,9.1
Soldier of Fortune (Gold Edition),4.5
NHL Hitz 20-02,8
Jumpgate: The Reconstruction Initiative,7.8
Silent Hunter II ,7.8
Dark Summit,7.9
18-Wheeler: American Pro Trucker,5.5
Supercar Street Challenge,4.9
Tom Clancy's Rainbow Six: Rogue Spear: Black Thorn,7
Ultimate Ride,7.8
Tony Hawk's Pro Skater 2x,7.5
AirForce Delta Storm,6.2
Vampire Night,7.3
Dead or Alive 3,9.4
Ms. Pac-Man: Quest for the Golden Maze,3
Dave Mirra Freestyle BMX 2,6.9
4x4 Evo 2,7.1
F1 2001,7.9
James Bond 007: Agent Under Fire,7.9
Driven,2
Shaun Palmer's Pro Snowboarder,3
NFL Fever 2002,7.9
Tony Hawk's Pro Skater 2,8.6
Oddworld: Munch's Oddysee,7.4
Tony Hawk's Pro Skater 3,9.6
Golden Sun,9.7
Harry Potter and the Sorcerer's Stone,8
Tom Clancy's Ghost Recon,9.3
Mega Man Battle Network,8.5
Dexter's Laboratory: Deesaster Strikes ,6.5
Project Gotham Racing,8.8
Halo: Combat Evolved,9.7
Madden NFL 2002,8.6
Fuzion Frenzy,8.3
Myth III: The Wolf Age,8.7
NASCAR Thunder 2002,8.5
Microsoft Flight Simulator 2002,9
Test Drive Off-Road -- Wide Open,7
"Monsters, Inc. Scream Team",7.5
Victorious Boxers: Ippo's Road to Glory,8.6
Splashdown,8.8
Bionicle: Tales of the Tohunga,4.5
Aliens vs. Predator 2,8.2
Cel Damage,6.5
Capcom vs. SNK 2: Mark of the Millennium 2001,8.4
SSX Tricky,9.4
Mystery of the Druids,4.5
Mat Hoffman's Pro BMX,7.2
4x4 Evo 2,8.4
Burnout,8.6
Dark Age of Camelot,9
Project Eden,7.8
NBA 2K2,9.4
FIFA Soccer 2002,8.5
Soul Reaver 2: Legacy of Kain ,9
BackTrack,4
Doom (1993),8.9
Dragon Warrior Monsters 2: Tara's Adventure,9
Crash Bandicoot: The Wrath of Cortex,7.4
Gadget Racers,7
F-14 Tomcat,6
MechWarrior 4: Black Knight,8.6
Dragon Warrior Monsters 2: Cobi's Journey,9
Power Rangers Time Force,6
NBA Live 2002,7.6
Super Street Fighter II Turbo Revival,8
Magic &amp; Mayhem 2: The Art of Magic,7.8
MX Rider,6.2
Smuggler's Run 2: Hostile Territory,8.7
Sunny Garcia Surfing,7
Tony Hawk's Pro Skater 3,9.7
Top Gun: Combat Zones,5.9
Sid Meier's Civilization III,9.3
Tennis 2K2,9.6
Spider-Man 2: Enter Electro,5.5
Pool of Radiance: Ruins of Myth Drannor,6
Looney Tunes: Sheep Raider,8
Stronghold,8.7
WWF With Authority!,6.8
Supercar Street Challenge ,5.7
Real War,4.8
Castlevania Chronicles,7.8
Ace Combat 4: Shattered Skies,9.1
Toki Tori,9
Boxing Fever,8.5
Grand Theft Auto III,9.6
The Weakest Link,3.5
Thunderstrike: Operation Phoenix,7
Planet of the Apes,4
Batman Vengeance,8
Trouballs,7
Zoo Tycoon [2001],6.9
Kinetica,8
Devil May Cry,9.6
Project Eden,9
NASCAR Thunder 2002,8.3
Rails Across America,7.5
OKAGE: Shadow King,7.2
Paris-Dakar Rally,2.5
The Mummy Returns,4.6
Yanya Caballista: City Skater,4
Tetris Worlds,5.5
Heavy Metal: Geomatrix,7.5
Sports Illustrated for Kids: Football,5
Command &amp; Conquer: Yuri's Revenge -- Red Alert 2 Expansion ,8.6
F1 2001,7.8
Formula One 2001,7
Commandos 2: Men of Courage,9
Alone in the Dark: The New Nightmare,7.3
BASS Strike,6.2
Arctic Thunder,3
The Typing of the Dead,8
LEGO Racers 2,6
X-Men: Reign of Apocalypse,7
Sports Illustrated for Kids: Baseball,3.5
Snood,6.5
Final Fight One,8.5
Lady Sia,8
Throne of Darkness,7.5
Phantasy Star Online Version 2,8.5
Time Crisis II,8.7
Guilty Gear X,8.8
Kessen II,8.4
X-Men: Mutant Academy 2,8.3
Dragon Riders -- Chronicles of Pern,3.8
Monopoly Tycoon,8.2
SpyHunter,8.9
Casper: Spirit Dimensions,6
Zax: The Alien Hunter,7.7
High Heat Major League Baseball 2002 ,4.5
Jurassic Park III: Park Builder,7
Spider-Man: Mysterio's Menace,8.5
Monster Rancher 3,7.9
Klonoa: Empire of Dreams,9
Tang Tang,5
Men In Black: The Series,2
ESPN X Games Skateboarding,5.5
ICO,9.4
NHL Hitz 20-02,7.6
Silent Hill 2,9
NFL Blitz 20-02,2.5
Open Kart,6.8
Zero Gunner 2,8.3
NHL 2002,9.2
Portal Runner,5.4
Spider-Man [2001],6
NFL 2K2,9
WWF Betrayal,6
Wendy: Every Witch Way,8
Tales of Destiny II,8.5
Ooga Booga,9.4
Red Faction,8.8
Mat Hoffman's Pro BMX,8.1
NHL 2002,9.2
Silent Scope 2: Dark Silhouette ,6.7
Shattered Galaxy,8
Far Gate,8
LEGO Racers 2,7.8
Advance Wars,9.9
Remote Assault,5.3
NFL QB Club 2002,5.8
Gallop Racer 2001,7.9
Dragon Riders -- Chronicles of Pern,3.6
Dave Mirra Freestyle BMX 2,8
Green Berets,6
Operation Flashpoint: Cold War Crisis,8.8
ESPN Final Round Golf 2002,6.5
Atari Anniversary Edition,7.5
NCAA College Football 2K2: Road to the Rose Bowl,7.8
Sudden Strike: Forever,7.4
Mario Kart Super Circuit,9.5
Stretch Panic,7
Lightweight Ninja,6
SEGA Bass Fishing 2,8.3
Saiyuki: Journey West,8.4
Madden NFL 2002,7
Resident Evil -- CODE: Veronica X,6.5
Armored Core 2: Another Age,7.8
Independence War 2: The Edge of Chaos,8.2
Arcanum: Of Steamworks and Magick Obscura ,8.7
Le Mans 24 Hours,8
Test Drive Off-Road -- Wide Open,6.5
Shogun: Total War -- The Mongol Invasion,8.9
Gadget Racers,6
Political Tycoon,5.4
XG3 Extreme-G Racing,8.4
Death Crimson OX,4.3
Combat Command 2: Desert Rats,6
Anarchy Online,7.2
Madden NFL 2002,9.2
Star Monkey,7.7
The Settlers (Fourth Edition),7
Fortress,6
Conquest: Frontier Wars,8.8
Razor Freestyle Scooter,6.2
Majestic,7.5
World Series Baseball 2K2,8.7
Divided Ground: The Middle East Conflict 1948-1973,6.1
ESPN X Games Skateboarding,4.9
TRL Trivia,5
The Corporate Machine,8.1
Hot Wired,5.3
Gran Turismo 3 A-spec,9.8
WWII Online,5.9
Eurofighter Typhoon ,8.3
Alien Front Online,8.5
Last Blade 2: Heart of the Samurai,8.7
The Sting!,7.5
Reel Fishing Wild,6.8
Mobile Suit Gundam: Journey to Jaburo,6.5
Outtrigger,8.6
Floigan Brothers,8.4
Jurassic Park III: The DNA Factor,5
Pokemon Crystal Version,9
Tweety and the Magic Gems,4.5
Rune: Viking Warlord,5.5
Extermination,6.9
Max Payne,9.3
Cultures,7.3
NCAA Football 2002,9
Desperados: Wanted Dead or Alive,8.1
MechCommander 2,8.2
767 Pilot In Command,8.5
Soldier of Fortune,8.5
Klonoa 2: Lunatea's Veil,9.2
Dragon Warrior III,10
City Crisis,4.8
Final Fantasy Chronicles,9.4
Anachronox,8
Rugby ,7.3
Atlantis: The Lost Empire,7.5
Dark Angel: Vampire Apocalypse,5.2
Empire of the Ants,6
Pac-Man Collection,9
The Mummy Returns,3
Sports Jam,7.1
Ephemeral Fantasia,4.2
Alone in the Dark: The New Nightmare,8
Legends of Might and Magic,5.5
Atari Anniversary Edition,8
Pearl Harbor: Zero Hour,5.3
Alone in the Dark: The New Nightmare,4
Commander Keen,6
Bomberman Tournament,8.5
Mat Hoffman's Pro BMX,8
Hot Potato,8
Tomb Raider: Curse of the Sword,9
Star Trek: Deep Space Nine: Dominion Wars,5.8
Diablo II: Lord of Destruction,8.8
World Destruction League: War Jetz,5.5
MX 2002 Featuring Ricky Carmichael,8.3
Zeus -- Official Expansion: Poseidon,8.5
Star Trek: Starfleet Command: Orion Pirates,7.8
911 Fire Rescue,5.5
Baldur's Gate II: Throne of Bhaal ,9
Stupid Invaders,7
NASCAR Heat 2002,8.1
Echelon,7.2
Hostile Waters: Antaeus Rising,8.7
Motor Mayhem,6.8
Bloody Roar 3,7.9
Dave Mirra Freestyle BMX: Maximum Remix,5.5
Sonic Adventure 2,9.4
Off-Road Redneck Racing,7.2
Startopia,9
Rules of the Game,4.6
Microsoft Train Simulator,8
Who Wants To Be A Millionaire? 3rd Edition,7.2
Escape From Monkey Island,8.7
Time Crisis: Project Titan,8.5
NBA Street,9.3
Worms World Party,8
Twisted Metal: Black,9.6
Air Command 3.0,7
Z: Steel Soldiers,7.8
Emperor: Battle for Dune,8
Namco Museum,8.5
Rayman Advance,9
Earthworm Jim,7
Leadfoot: Stadium Off Road Racing ,7.8
Iridion 3D,5.5
Chu Chu Rocket,8.5
Castlevania: Circle of the Moon,9
Army Men Advance,7
Fire Pro Wrestling,7.5
Ready 2 Rumble Boxing: Round 2,3.5
Super Mario Advance,8
GT Advance Championship Racing,8
Super Dodge Ball Advance,6.5
Tony Hawk's Pro Skater 2,9.5
Konami Krazy Racers,8
Pinobee: Wings of Adventure,6
Pitfall: The Mayan Adventure,5
F-Zero: Maximum Velocity,9
Mary-Kate and Ashley's Magical Mystery Mall,4
Gangsters 2,5.7
Worms World Party,8.2
Half-Life: Blue Shift,7
Pearl Harbor: Defend the Fleet,5.3
Power Spike: Pro Beach Volleyball,7.1
MTV Music Generator 2,8
Blast Lacrosse,6.1
Spider-Man 2: The Sinister Six,9
X-Men: Wolverine's Rage,7
World's Scariest Police Chases ,6
Atlantis: The Lost Empire -- Trial by Fire,5
Resident Evil 3: Nemesis,7.6
B-17 Gunner: Air War Over Germany,5.2
Fur Fighters: Viggo's Revenge,4.5
CART Fury,5.5
18-Wheeler American Pro Trucker,7.8
Cool Boarders 2001,7.8
Mario Party 3,6.4
Tokyo Xtreme Racer: Zero,8.3
Dark Cloud,8.4
Crazy Taxi,7.1
Crazy Taxi 2,8.8
Red Faction,9.1
Confidential Mission,8.8
Mat Hoffman's Pro BMX,7.8
The Legend of Zelda: Oracle of Ages,10
The Legend of Zelda: Oracle of Seasons,10
Star Trek: Voyager: Elite Force -- Expansion Pack,6.7
Robot Arena,4.3
Merchant Prince II,7.3
The Adventures of Cookie &amp; Cream,7.9
Gauntlet: Dark Legacy,6.7
Myst III: Exile,8
Tropico,8.8
Digimon World 2 ,4
Project Justice,8.8
Rune: Halls of Valhalla,4.6
MTV Sports: T.J. Lavin's Ultimate BMX,4.5
Mars Matrix,8.5
KISS Pinball,3
Heroes of Might and Magic: Quest for the DragonBone Staff,7.7
Silpheed: The Lost Planet,8.3
Metal Slug X,9
Evil Dead: Hail to the King,3.8
Rumble Racing,8.8
The Simpsons: Night of the Living Treehouse of Horror,6
ESPN MLS Extra Time,8.2
Star Wars: Super Bombad Racing,7.8
In Cold Blood,7.4
Evil Islands: Curse of the Lost Soul,8.7
Metal Walker,8
Super Bowling,6.7
Spider-Man [2001],8.4
Illbleed,6.7
Cossacks: European Wars,7.5
Dr. Mario 64,5
Aidyn Chronicles: The First Mage,4.2
Waterloo: Napoleon's Last Battle,7.8
Ultima Online: Third Dawn,7.7
LEGO Island 2: The Brickster's Revenge ,5
Majesty: The Northern Expansion,7.8
X-COM: Enforcer,8
"The $100,000 Pyramid",8
Inspector Gadget: Operation Madkatus,8
Kirby Tilt 'n' Tumble,9
Mickey's Speedway USA,9
Mary-Kate and Ashley: Winner's Circle,7
Starsiege: Tribes 2,8.9
Tom Clancy's Rainbow Six: Rogue Spear,4.5
Batman: Chaos in Gotham,7
Smurf Racer,5
The Simpsons Wrestling,1
WinBack: Covert Operations,7.3
Summoner,7.6
Army Men: Air Attack 2,7
Strikers 1945 II,7.3
Ford Racing,4.3
Scooby-Doo: Classic Creep Capers,7
ESPN National Hockey Night,3
Tech Deck Skateboarding,4
High Heat Major League Baseball 2002,8.5
Dance Dance Revolution [2001],9.3
Kohan: Immortal Sovereigns,8.5
UNiSON,8.3
Serious Sam: The First Encounter ,9
NBA Hoopz,2
SpongeBob SquarePants: Legend of the Lost Spatula,6
Fate of the Dragon,8
The Sims: House Party,7
Adventure Pinball: Forgotten Island,6.7
Star Trek: Away Team,6.5
High Heat Major League Baseball 2002,7.8
MDK2 Armageddon,8.7
Quake III: Revolution,8.8
1nsane,7.1
Army Men: Sarge's Heroes 2,4.5
Fallout Tactics: Brotherhood of Steel,8.3
Black &amp; White,9.7
Pokemon Stadium 2,7.5
Zone of the Enders,7.5
Europa Universalis,9
Warriors of Might and Magic,5
Army Men: Green Rogue,4.3
4x4 EVO,5
All-Star Baseball 2002,8.4
Star Wars: Battle for Naboo,7.4
The Moon Project,7.5
Aladdin in Nasira's Revenge,6
Triple Play Baseball,7.8
Record of Lodoss War ,8.7
Daytona USA,9.3
Dracula: The Last Sanctuary,7.8
Onimusha: Warlords,8.9
Army Men Air Combat,7
Toy Story Racer,7
Racin' Ratz,8
Fire Pro Wrestling D,8.7
Triple Play Baseball,7.2
Unreal Tournament [1999],9.4
Ring of Red,8.5
Cabela's 4x4 Off-Road Adventure,6
NASCAR Racing 4,9.2
The Messenger,6.1
Toy Story Racer,8.2
Kao the Kangaroo,5.2
Nanoloop,9
Thandor: The Invasion,4.8
Coaster Works,8.4
The Bouncer,7
NBA ShootOut 2001,6
ESPN NBA 2Night,6.4
Triple Play Baseball,7.2
High Heat Major League Baseball 2002,7
Shadow of Destiny,8.5
Industry Giant ,3.2
Army Men: World War Final Front,4.5
Ducati World Racing Challenge,2.7
Surf Rocket Racer,7.2
Gold and Glory: The Road to El Dorado,4.8
Vanishing Point,4.5
Conker's Bad Fur Day,9.9
Icewind Dale: Heart of Winter,8.6
NBA Hoopz,4
Bugs Bunny &amp; Taz: Time Busters,6.8
Tiger Woods PGA Tour 2001,7.8
Ducati World Racing Challenge,5.7
Blade of Darkness,8.8
Stupid Invaders,7.2
Macross M3,4
Crime Cities,8.1
NBA Live 2001,8.3
Star Wars Starfighter,9
Fear Effect 2: Retro Helix,6.9
Cannon Fodder,9
NBA Hoopz,7.4
Clive Barker's Undying,9
Action Man,6
Rowan's Battle of Britain,7.7
Mary-Kate and Ashley Pocket Planner,7
Airline Tycoon ,7.9
Mayday: Conflict Earth,4.9
Legend of the North: Konung,4.2
Giga Wing 2,5
Iron Aces,7.5
Kao the Kangaroo,6.2
Looney Tunes: Marvin Strikes Back!,8
Darkstone,6.9
World Destruction League Thunder Tanks,4
Final Fantasy,8.6
Woody Woodpecker Racing,4.5
SEGA Smash Pack Volume 1,8
Age of Sail II,7.8
Search &amp; Rescue 2,7
Knockout Kings 2001,8.6
Charge'n Blast,7.5
The Outforce,6.5
SimCoaster,8.5
Power Spike Pro Beach Volleyball,6
The Lion King: Simba's Mighty Adventure,4
Warriors of Might and Magic,3
Looney Tunes Racing,5
The Little Mermaid II,7
Colin McRae Rally 2.0,8.9
NHL FaceOff 2001,6.3
ATV Offroad Fury ,8.7
Army Men: Sarge's Heroes 2,5
Wacky Races,6.2
Paper Mario,9
Rayman 2: Revolution,8.8
Mega Man X5,8.5
3-D Ultra Pinball: Thrill Ride,5
Croc 2,8
Championship Rally,6
Oni,7.3
Ducati World Racing Challenge,6
Remnant,3
Championship Motocross 2001 Featuring Ricky Carmichael,6.4
Driving Emotion Type-S,7
Dave Mirra Freestyle BMX,6.5
Phantasy Star Online,9.3
America,4.5
Oni,7.5
ESPN NBA 2Night,1
Gold and Glory: The Road to El Dorado,4.2
Mega Man 64,4.5
Carnivores: Ice Age,5.1
Steel Beasts,8.5
Airfix Dogfighter,8
Polaris SnoCross,4.3
RC Revenge Pro ,2.5
The Next Tetris: On-Line Edition,8
Cyber Groove,5.4
Mario Tennis,9
Sudden Strike,8.1
Sgt. Rock: On the Frontline,6
Mega Man Xtreme,8
Hoyle Card Games,7
The Typing of the Dead,9
The Ward,6.4
NBA Live 2001,7.4
Fighting Vipers 2,6.5
Metropolis Street Racer,9.1
The Broken Land,3.7
Riddle of the Sphinx: An Egyptian Adventure,5.3
Kingdom Under Fire: A War of Heroes,7.2
Backstage Pass: The Ultimate Rock &amp; Roll Trivia Game,7.2
Space Empires IV,9
Ground Control: Dark Conspiracy,8
Bangai-O,9
Warriors of Might and Magic,5
Odyssey: The Search for Ulysses,5.1
Chicken Run,7.1
Tweety's High-Flying Adventure,8
Dragon's Lair,8
The Emperor's New Groove ,5
PBA Tour Bowling 2001,5.6
Harley-Davidson: Wheels of Freedom,5.2
Seven Games of the Soul,3.5
3D Roller Coaster Designer,3
Project S-11,8
X-Plane,8.2
Guilty Gear X,8.7
The Mummy,5
Samba de Amigo Ver. 2000,9.6
Speed Devils Online Racing,7.2
Anne McCaffrey's Freedom: First Resistance,4.9
Evil Dead: Hail to the King,3.6
Last Blade 2: Final Edition,8.9
Dexter's Laboratory: Robot Rampage,7
Motocross Mania,8
M&amp;M's Mini Madness,4
F1 Championship Season 2000,9.2
Star Trek: Starfleet Command Volume II: Empires at War,8.5
Project IGI: I'm Going In,7
Aqua Aqua,7.7
Quake III: Team Arena,7.8
World Destruction League: Thunder Tanks,8
Kengo: Master of Bushido,6
Star Wars: Episode I: Obi-Wan's Adventures,5
Tomb Raider Chronicles ,6.5
You Don't Know Jack: 5th Dementia,8.2
NBA Jam 2001,3
Dino Crisis,6.4
Persona 2: Eternal Punishment,8.2
The Dukes of Hazzard II: Daisy Dukes It Out,4.5
Suzuki Alstare Extreme Racing,5
Colin McRae Rally 2.0,9.4
Arabian Nights: Prince of Persia,7.1
Moto Racer World Tour,8.7
In the Line of Duty: Firefighter,3.6
Vanishing Point,8.6
Duke Nukem: Land of the Babes,4
Nicktoons Racing,3
Bugs Bunny &amp; Taz: Time Busters,7.9
Donald Duck: Goin' Quackers,7.2
F1 Championship Season 2000,7.9
Grand Theft Auto II,4
JetFighter IV: Fortress America,6
The Mummy,8
NASCAR Racers,5
Muppet Monster Adventure,6.5
NCAA Final Four 2001,5
NCAA GameBreaker 2001,6.6
Fast Food Tycoon,7
Tom and Jerry in Mouse Attacks ,8
Top Gear DareDevil,6
Donald Duck: Goin' Quackers,7
MTV Sports: Pure Ride,6
GameShark,2.8
B-17 Flying Fortress: The Mighty 8th!,8
Dirt Track Racing: Sprint Cars,7.4
Lemmings,5
Q*bert,7
Jimmy White's 2: Cueball,2.5
NCAA March Madness 2001,8.4
Giants: Citizen Kabuto,9.2
Test Drive 2001,6
Little Nicky,8
MTV Sports: T.J. Lavin's Ultimate BMX,3
Star Wars: Battle for Naboo,9
Maximum Pool,7.8
Ski Resort Tycoon,7.4
Indiana Jones and the Infernal Machine,8
Donald Duck: Goin' Quackers,6.4
Michelin Rally Masters Race of Champions,5.2
No Escape,6
Woody Woodpecker Racing,8
Batman Beyond: Return of the Joker,2
102 Dalmatians: Puppies to the Rescue,6
POD: Speedzone ,6.6
Robopon: Sun Version,7
The King of Fighters '99: Evolution,8.5
Razor Freestyle Scooter,4.5
Championship Surfer,3.4
The Chessmaster 8000,8.4
Torneko: The Last Hope,6
Jagged Alliance 2: Unfinished Business,8
WCW Backstage Assault,4
Theme Park Roller Coaster,8.4
Walt Disney World Magical Racing Tour,4
Road Champs BXS Stunt Biking,8
102 Dalmatians: Puppies to the Rescue,7
Tom and Jerry in House Trap,4
SnoCross Championship Racing,3.1
Ultimate Fighting Championship,3
Playmobil: Laura,7
Sheep,7
EverQuest: The Scars of Velious,8.5
Virtual Pool 3 Featuring Jeanette Lee,8.5
The Grinch,5.5
Animorphs: Shattered Reality,3.5
Dinosaur,5.8
HBO Boxing,3
Extreme Sports with The Berenstain Bears,4
Pokemon Puzzle Challenge ,9
F-1 World Grand Prix II,7.1
Max Steel: Covert Missions,3.7
Tom Clancy's Rainbow Six: Rogue Spear,7.8
Godzilla: The Series: Monster Wars,5
Super Bust-A-Move,7
Tiger Woods PGA Tour 2001,7.5
The Grinch,5
Tomb Raider Chronicles,6.3
Road Rash,5
Tiger Woods PGA Tour Golf,6.7
Bang! Gunship Elite,7
FIFA 2001: Major League Soccer,9.2
Scooby-Doo: Classic Creep Capers,4.8
102 Dalmatians: Puppies to the Rescue,7
LEGO Alpha Team,6
American McGee's Alice,9.4
Evil Dead: Hail to the King,4.5
Breath of Fire IV,8.2
Dave Mirra Freestyle BMX,8.6
Rugrats in Paris -- The Movie,6
Supercross 2001,7
Dragon Valor,6.5
Carmageddon 3: TDR 2000,5.8
Gunman Chronicles,7
Wheel of Fortune 2nd Edition ,6.9
Fisher-Price: Rescue Heroes: Billy Blazes,4
Star Trek: Deep Space Nine: The Fallen,7.8
Tonka Space Station,3
Mort the Chicken,2.5
The Grinch,9
The Powerpuff Girls: Bad Mojo Jojo,5
Batman Beyond: Return of the Joker,2
Grandia II,9.2
Buzz Lightyear of Star Command,4
Family Feud,2.5
Sea Dogs,8.5
The Mummy,5.5
Battle Isle: The Andosia War,7.5
Hitman: Codename 47,7.5
The Lion King: Simba's Mighty Adventure,8
Midway's Greatest Arcade Hits Volume I,6
Neo Golden Logress: Littlewing Solid State Pinball,2
The Dukes of Hazzard: Racing for Home,7
Tomb Raider Chronicles,5.8
Xtreme Sports,7
Fur Fighters,8.3
Lunar 2: Eternal Blue Complete,8
Dream Studio,8.3
Looney Tunes: Space Race,9
Micro Machines V3 ,9
MechWarrior 4: Vengeance,9
The Jungle Book Rhythm N' Groove,4
Blade,7
Ready 2 Rumble Boxing: Round 2,7
The Emperor's New Groove,6.5
FIFA 2001: Major League Soccer,9
Blade,3.5
Blair Witch Volume 3: The Elly Kedward Tale,6.8
Harvest Moon GBC 2,7
Woody Woodpecker Racing,4
Monster Rancher Hop-A-Bout,3
SEGA Tetris,6.7
Rugrats in Paris -- The Movie,3
Chicken Run,7
Heroes Chronicles: Conquest of the Underworld,5
Sin and Punishment: Successor to the Earth,9
Championship Surfer,7.3
NCAA Final Four 2001,4.8
Ms. Pac-Man Maze Madness,7.6
Harvest Moon: Back to Nature,7.5
Incredible Crisis,8.5
Starlancer,8.8
Sabrina the Animated Series: Zapped!,8
NASCAR Heat,8
Madden NFL 2001 ,5
Timeline,3.8
Final Fantasy IX,9.2
CyberTiger,6
Dave Mirra Freestyle BMX,7
Power Spike Pro Beach Volleyball,6.5
Counter-Strike,8.9
Napple Tale: Arsia in Daydream,9.3
Ready 2 Rumble Boxing: Round 2,7.7
Mia Hamm Soccer 64,4.8
Chicken Run,7.2
NBA ShootOut 2001,6.3
Batman Beyond: Return of the Joker,6
Donkey Kong Country,9
WWF Smackdown! 2: Know Your Role,8.9
Army Men: Sarge's Heroes 2,4.5
Championship Surfer,7.1
Resident Evil 3: Nemesis,8
Delta Force: Land Warrior,7.3
Spider-Man [2000],8.5
Daikatana,4
Star Wars Demolition,7.6
007 Racing,5
Banjo-Tooie,9.4
Amazons &amp; Aliens,4.3
Gundam Battle Assault ,7.4
Call to Power II,6
The Longest Journey,9.3
Gunbird 2,8.4
Rugrats in Paris -- The Movie,6
Star Wars Demolition,8
The Jungle Book: Mowgli's Wild Adventure,9
Tony Hawk's Pro Skater 2,7
Animorphs,3
Ready 2 Rumble Boxing: Round 2,6
The Wild Thornberrys: Rambler,4
Sky Odyssey,9
Cannon Spike,8.8
Sacrifice,9.4
Driver 2,5
X-Men: Mutant Wars,5
Cruis'n Exotica,5
Sonic Shuffle,4.7
Gradius III and IV,6.5
Devil Inside,8.1
Army Men: Sarge's Heroes,5.3
Skies of Arcadia,9.2
Starship Troopers: Terran Ascendancy,7.2
Aladdin,6
Bomberman: Party Edition,7.6
NFL GameDay 2001 ,5.6
Real Pool,4.5
Richard O'Brien's Rocky Interactive Horror Show,5.3
Runabout 2,4.5
Tom and Jerry: Fists of Furry,6.8
Dino Crisis,7.2
Capcom vs. SNK: Millennium Fight 2000,8.8
realMyst,6.5
Ms. Pac-Man Maze Madness,7.5
WWF No Mercy,9
4x4 EVO,8.2
MTV Sports: Skateboarding Featuring Andy Macdonald,2
Arthur's Absolutely Fun Day,6
No One Lives Forever,9.1
Sheep,7.6
Chicken Run,6
Mickey's Speedway USA,6.8
Mia Hamm Soccer Shootout,4
Tigger's Honey Hunt,7.3
Tigger's Honey Hunt,6.5
WCW Backstage Assault,2
RayCrisis,8.1
Pac-Man: Adventures in Time,8.6
RC de GO!,8.4
Ultimate Fighting Championship,7.7
Army Men II ,7
Army Men: Air Attack 2,8.2
Contender 2,5
AirForce Delta,4
Titus the Fox,2
Escape From Monkey Island,8.7
007: The World is Not Enough,6.9
NASCAR 2001,7.8
Freestyle Motocross: McGrath vs. Pastrana,3
Avalon Hill's Squad Leader,5
Red Dog,8.2
Crash Bash,7.5
NBA 2K1,8.8
Looney Tunes Racing,8.4
"You Don't Know Jack, Mock 2",8.2
"Hey You, Pikachu!",6
Jet Coaster Dream 2,9.4
ESPN International Track &amp; Field,7.5
Test Drive Le Mans,9.4
Tony Hawk's Pro Skater 2,9.9
Surfing H3O,4
Shenmue,9.7
Zeus: Master of Olympus,9.1
KISS Psycho Circus: The Nightmare Child,6.2
Rising Sun: Imperial Strike,6.6
Links 2001 ,8.5
Galaga: Destination Earth,6.2
4x4 EVO,7.5
Knockout Kings 2001,8.2
Silent Scope,8.3
World Destruction League: Thunder Tanks,3.5
Medal of Honor Underground,9
Blair Witch Volume II: The Legend of Coffin Rock,6.7
SWAT 3: Elite Edition,8.8
Q-Ball: Billiards Master,5
Rune,8
El Dorado Gate: Vol. 1,7.9
Family Feud [2000],6.9
Monster Rancher Explorer,8
Urban Chaos,6.8
Jet Grind Radio,9.6
